,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,NOSE LANDING GEAR COMPRESSED SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 2,,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),,NORMAL ACCELERATION SYS. 1,LONGITUDINAL ACCELERATION SYS. 1,LATERAL ACCELERATION SYS. 1,Vertical Speed computed on ground,SELECTED FPA,DRIFT ANGLE SYS. 1,MAGNETIC HEADING,Air path - Longitude,Air path - Latitude,DEPARTURE AIRPORT,City pair TO,WIND SPEED,WIND DIRECTION - TRUE,AP1 ENGAGED SYS. 1,AP2 ENGAGED SYS. 1,PITCH CAPT CMD POSITION,PITCH F/O CMD POSITION,ROLL CAPT CMD POSITION,ROLL F/O CMD POSITION,RUDDER POSITION SYS. 1,ELEVATOR POSITION LEFT SYS. 1,ELEVATOR POSITION RIGHT SYS. 1,FLAP ACTUAL POSITION,RH SPL 2 POSITION SYS. 2,RH SPL 3 POSITION SYS. 2,,RH SPL 5 POSITION SYS. 2,TOTAL AIR TEMPERATURE,N1 VIB ENG 1 BRG1 OR TRF SYS. 1,N1 VIB ENG 2 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,IAE EGT LPT EXIT TEMP SYS. 1,IAE EGT LPT EXIT TEMP SYS. 2,GROSS WEIGHT (KGS.),Recorded Time,Recorded Date
,,,,,,%,%,,feet,feet,knot,,g,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg C,%,%,%,%,deg C,deg C,kg,,
11:42:57,26/01/16,11:42:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:42:57,26/01/16
11:42:58,26/01/16,11:42:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,, 59.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:42:57,26/01/16
11:42:59,26/01/16,11:42:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:42:57,26/01/16
11:43:00,26/01/16,11:42:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:42:57,26/01/16
11:43:01,26/01/16,11:43:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:01,26/01/16
11:43:02,26/01/16,11:43:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,, 59.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:01,26/01/16
11:43:03,26/01/16,11:43:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:01,26/01/16
11:43:04,26/01/16,11:43:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:01,26/01/16
11:43:05,26/01/16,11:43:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:05,26/01/16
11:43:06,26/01/16,11:43:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:05,26/01/16
11:43:07,26/01/16,11:43:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:05,26/01/16
11:43:08,26/01/16,11:43:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:05,26/01/16
11:43:09,26/01/16,11:43:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.57, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:09,26/01/16
11:43:10,26/01/16,11:43:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41, 22.41, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:09,26/01/16
11:43:11,26/01/16,11:43:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:09,26/01/16
11:43:12,26/01/16,11:43:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0078,    0,   0.0,  0.000,274.57, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:09,26/01/16
11:43:13,26/01/16,11:43:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:13,26/01/16
11:43:14,26/01/16,11:43:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:13,26/01/16
11:43:15,26/01/16,11:43:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.57, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:13,26/01/16
11:43:16,26/01/16,11:43:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,  0.000,274.57, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:13,26/01/16
11:43:17,26/01/16,11:43:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:17,26/01/16
11:43:18,26/01/16,11:43:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:17,26/01/16
11:43:19,26/01/16,11:43:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.57, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:17,26/01/16
11:43:20,26/01/16,11:43:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:17,26/01/16
11:43:21,26/01/16,11:43:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:21,26/01/16
11:43:22,26/01/16,11:43:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:21,26/01/16
11:43:23,26/01/16,11:43:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.57, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:21,26/01/16
11:43:24,26/01/16,11:43:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:21,26/01/16
11:43:25,26/01/16,11:43:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:25,26/01/16
11:43:26,26/01/16,11:43:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:25,26/01/16
11:43:27,26/01/16,11:43:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:25,26/01/16
11:43:28,26/01/16,11:43:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:25,26/01/16
11:43:29,26/01/16,11:43:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:29,26/01/16
11:43:30,26/01/16,11:43:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:29,26/01/16
11:43:31,26/01/16,11:43:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:29,26/01/16
11:43:32,26/01/16,11:43:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:29,26/01/16
11:43:33,26/01/16,11:43:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:33,26/01/16
11:43:34,26/01/16,11:43:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:33,26/01/16
11:43:35,26/01/16,11:43:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:33,26/01/16
11:43:36,26/01/16,11:43:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:33,26/01/16
11:43:37,26/01/16,11:43:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:37,26/01/16
11:43:38,26/01/16,11:43:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:37,26/01/16
11:43:39,26/01/16,11:43:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:37,26/01/16
11:43:40,26/01/16,11:43:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:37,26/01/16
11:43:41,26/01/16,11:43:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:41,26/01/16
11:43:42,26/01/16,11:43:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:41,26/01/16
11:43:43,26/01/16,11:43:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:41,26/01/16
11:43:44,26/01/16,11:43:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:41,26/01/16
11:43:45,26/01/16,11:43:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:45,26/01/16
11:43:46,26/01/16,11:43:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:45,26/01/16
11:43:47,26/01/16,11:43:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:45,26/01/16
11:43:48,26/01/16,11:43:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:45,26/01/16
11:43:49,26/01/16,11:43:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:49,26/01/16
11:43:50,26/01/16,11:43:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:49,26/01/16
11:43:51,26/01/16,11:43:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:49,26/01/16
11:43:52,26/01/16,11:43:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:49,26/01/16
11:43:53,26/01/16,11:43:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:53,26/01/16
11:43:54,26/01/16,11:43:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:53,26/01/16
11:43:55,26/01/16,11:43:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:53,26/01/16
11:43:56,26/01/16,11:43:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.32,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,11:43:53,26/01/16
11:43:57,26/01/16,11:43:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,  7.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,11:43:57,26/01/16
